,total_votes,per_dem,per_gop,state_abbr,county_name,total_pop,Alabama,Alabama_CountyPopulation,Alabama_Votes,Alabama_gop,Alabama_dem,Arkansas,Arkansas_Votes,Arizona,Arizona_Votes,California,California_Votes
1,24661,0.23956855,0.734357893,AL,Autauga County,"58,805",Autauga County,"58,805",24661,0.734357893,0.23956855,Arkansas,6167,Apache County,18659,Alameda County,613195
2,94090,0.195653098,0.77351472,AL,Baldwin County,"231,767",Baldwin County,"231,767",94090,0.77351472,0.195653098,Ashley County,8027,Cochise County,43147,Alpine County,575
3,10390,0.466602502,0.522714148,AL,Barbour County,"25,223",Barbour County,"25,223",10390,0.522714148,0.466602502,Baxter County,19572,Coconino County,44929,Amador County,17186
4,8748,0.214220393,0.769661637,AL,Bibb County,"22,293",Bibb County,"22,293",8748,0.769661637,0.214220393,Benton County,94262,Gila County,21398,Butte County,87847
5,25384,0.084699023,0.898518752,AL,Blount County,"59,134",Blount County,"59,134",25384,0.898518752,0.084699023,Boone County,15912,Graham County,11939,Calaveras County,22334
6,4701,0.750904063,0.242288875,AL,Bullock County,"10,357",Bullock County,"10,357",4701,0.242288875,0.750904063,Bradley County,3617,Greenlee County,3243,Colusa County,6594
7,8685,0.427864134,0.563154865,AL,Butler County,"19,051",Butler County,"19,051",8685,0.563154865,0.427864134,Calhoun County,2250,La Paz County,4931,Contra Costa County,415972
8,47376,0.278558764,0.692396994,AL,Calhoun County,"116,441",Calhoun County,"116,441",47376,0.692396994,0.278558764,Carroll County,10656,Maricopa County,1201934,Del Norte County,9361
9,13778,0.418275512,0.56633764,AL,Chambers County,"34,772",Chambers County,"34,772",13778,0.56633764,0.418275512,Chicot County,4149,Mohave County,74189,El Dorado County,89228
10,10503,0.1451014,0.838712749,AL,Cherokee County,"24,971",Cherokee County,"24,971",10503,0.838712749,0.1451014,Clark County,8365,Navajo County,35409,Fresno County,250264
11,18255,0.159353602,0.825417694,AL,Chilton County,"45,014",Chilton County,"45,014",18255,0.825417694,0.159353602,Clay County,5978,Pima County,360762,Glenn County,9379
12,7268,0.427765548,0.564391855,AL,Choctaw County,"12,665",Choctaw County,"12,665",7268,0.564391855,0.427765548,Cleburne County,11968,Pinal County,93805,Humboldt County,33636
13,12936,0.441558442,0.549551639,AL,Clarke County,"23,087",Clarke County,"23,087",12936,0.549551639,0.441558442,Cleveland County,3299,Santa Cruz County,14926,Imperial County,41751
14,6572,0.187766281,0.795800365,AL,Clay County,"14,236",Clay County,"14,236",6572,0.795800365,0.187766281,Columbia County,8837,Yavapai County,92780,Inyo County,7996
15,6532,0.104715248,0.878444581,AL,Cleburne County,"15,056",Cleburne County,"15,056",6532,0.878444581,0.104715248,Conway County,7837,Yuma County,40759,Kern County,217725
16,20513,0.204455711,0.771462,AL,Coffee County,"53,465",Coffee County,"53,465",20513,0.771462,0.204455711,Craighead County,34968,,,Kings County,32250
17,24626,0.296272233,0.678875985,AL,Colbert County,"57,227",Colbert County,"57,227",24626,0.678875985,0.296272233,Crawford County,22155,,,Lake County,13045
18,6543,0.469050894,0.521626165,AL,Conecuh County,"11,597",Conecuh County,"11,597",6543,0.521626165,0.469050894,Crittenden County,15798,,,Lassen County,10422
19,5223,0.340800306,0.646371817,AL,Coosa County,"10,387",Coosa County,"10,387",5223,0.646371817,0.340800306,Cross County,6831,,,Los Angeles County,2652072
20,15818,0.15039828,0.835883171,AL,Covington County,"37,570",Covington County,"37,570",15818,0.835883171,0.15039828,Dallas County,2741,,,Madera County,34263
21,6252,0.265994882,0.721529111,AL,Crenshaw County,"13,194",Crenshaw County,"13,194",6252,0.721529111,0.265994882,Desha County,4226,,,Marin County,109941
22,37278,0.100059016,0.878105049,AL,Cullman County,"87,866",Cullman County,"87,866",37278,0.878105049,0.100059016,Drew County,6552,,,Mariposa County,8877
23,18617,0.236772842,0.741150561,AL,Dale County,"49,326",Dale County,"49,326",18617,0.741150561,0.236772842,Faulkner County,46364,,,Mendocino County,11435
24,18730,0.684783769,0.308809397,AL,Dallas County,"38,462",Dallas County,"38,462",18730,0.308809397,0.684783769,Franklin County,6698,,,Merced County,42523
25,26086,0.141148509,0.834892279,AL,DeKalb County,"71,608",DeKalb County,"71,608",26086,0.834892279,0.141148509,Fulton County,4744,,,Modoc County,3359
26,36905,0.228586912,0.748380978,AL,Elmore County,"87,977",Elmore County,"87,977",36905,0.748380978,0.228586912,Garland County,40337,,,Mono County,5154
27,15213,0.308814829,0.675869322,AL,Escambia County,"36,757",Escambia County,"36,757",15213,0.675869322,0.308814829,Grant County,6855,,,Monterey County,96676
28,43474,0.238073331,0.739108433,AL,Etowah County,"103,436",Etowah County,"103,436",43474,0.739108433,0.238073331,Greene County,14422,,,Napa County,40393
29,8196,0.165690581,0.818081991,AL,Fayette County,"16,321",Fayette County,"16,321",8196,0.818081991,0.165690581,Hempstead County,6984,,,Nevada County,33258
30,11955,0.18377248,0.791802593,AL,Franklin County,"32,113",Franklin County,"32,113",11955,0.791802593,0.18377248,Hot Spring County,11815,,,Orange County,1092116
31,11659,0.130542928,0.854876061,AL,Geneva County,"26,659",Geneva County,"26,659",11659,0.854876061,0.130542928,Howard County,4634,,,Placer County,150532
32,4862,0.823940765,0.172357055,AL,Greene County,"7,730",Greene County,"7,730",4862,0.172357055,0.823940765,Independence County,13443,,,Plumas County,8830
33,8010,0.595755306,0.396004994,AL,Hale County,"14,785",Hale County,"14,785",8010,0.396004994,0.595755306,Izard County,5396,,,Riverside County,683612
34,8017,0.285144069,0.701384558,AL,Henry County,"17,146",Henry County,"17,146",8017,0.701384558,0.285144069,Jackson County,5093,,,Sacramento County,467526
35,42030,0.250939805,0.727266238,AL,Houston County,"107,202",Houston County,"107,202",42030,0.727266238,0.250939805,Jefferson County,25683,,,San Benito County,17572
36,20785,0.17623286,0.800721674,AL,Jackson County,"52,579",Jackson County,"52,579",20785,0.800721674,0.17623286,Johnson County,8997,,,San Bernardino County,598783
37,290111,0.522493115,0.450220778,AL,Jefferson County,"674,721",Jefferson County,"674,721",290111,0.450220778,0.522493115,Lafayette County,2835,,,San Diego County,1011651
38,6931,0.149329101,0.839561391,AL,Lamar County,"13,972",Lamar County,"13,972",6931,0.839561391,0.149329101,Lawrence County,5629,,,San Francisco County,365295
39,38813,0.254476593,0.714580166,AL,Lauderdale County,"93,564",Lauderdale County,"93,564",38813,0.714580166,0.254476593,Lee County,3004,,,San Joaquin County,166647
40,14623,0.246939752,0.73391233,AL,Lawrence County,"33,073",Lawrence County,"33,073",14623,0.73391233,0.246939752,Lincoln County,3814,,,San Luis Obispo County,124575
41,57668,0.363928002,0.595148089,AL,Lee County,"174,241",Lee County,"174,241",57668,0.595148089,0.363928002,Little River County,5192,,,San Mateo County,287499
42,39400,0.237055838,0.731573604,AL,Limestone County,"103,570",Limestone County,"103,570",39400,0.731573604,0.237055838,Logan County,7839,,,Santa Barbara County,164224
43,6676,0.731276213,0.262282804,AL,Lowndes County,"10,311",Lowndes County,"10,311",6676,0.262282804,0.731276213,Lonoke County,26766,,,Santa Clara County,659148
44,8748,0.827274806,0.159350709,AL,Macon County,"19,532",Macon County,"19,532",8748,0.159350709,0.827274806,Madison County,6782,,,Santa Cruz County,113509
45,159473,0.39150828,0.559336063,AL,Madison County,"388,153",Madison County,"388,153",159473,0.559336063,0.39150828,Marion County,6718,,,Shasta County,72554
46,10948,0.512148338,0.477164779,AL,Marengo County,"19,323",Marengo County,"19,323",10948,0.477164779,0.512148338,Miller County,16015,,,Sierra County,1804
47,12912,0.110904585,0.873063817,AL,Marion County,"29,341",Marion County,"29,341",12912,0.873063817,0.110904585,Mississippi County,12995,,,Siskiyou County,19836
48,34965,0.140511941,0.835607036,AL,Marshall County,"97,612",Marshall County,"97,612",34965,0.835607036,0.140511941,Monroe County,2766,,,Solano County,156067
49,163387,0.41881545,0.557492334,AL,Mobile County,"414,809",Mobile County,"414,809",163387,0.557492334,0.41881545,Montgomery County,3445,,,Sonoma County,164060
50,10185,0.42317133,0.566617575,AL,Monroe County,"19,772",Monroe County,"19,772",10185,0.566617575,0.42317133,Nevada County,3233,,,Stanislaus County,156141
51,94572,0.620363321,0.358753119,AL,Montgomery County,"228,954",Montgomery County,"228,954",94572,0.358753119,0.620363321,Newton County,3731,,,Sutter County,30429
52,49991,0.224360385,0.747974635,AL,Morgan County,"123,421",Morgan County,"123,421",49991,0.747974635,0.224360385,Ouachita County,9881,,,Tehama County,22875
53,5255,0.727497621,0.266983825,AL,Perry County,"8,511",Perry County,"8,511",5255,0.266983825,0.727497621,Perry County,4213,,,Trinity County,4716
54,9494,0.418369497,0.574468085,AL,Pickens County,"19,123",Pickens County,"19,123",9494,0.574468085,0.418369497,Phillips County,6894,,,Tulare County,94571
55,13025,0.386871401,0.589712092,AL,Pike County,"33,009",Pike County,"33,009",13025,0.589712092,0.386871401,Pike County,3956,,,Tuolumne County,23472
56,10130,0.226061204,0.75982231,AL,Randolph County,"21,967",Randolph County,"21,967",10130,0.75982231,0.226061204,Poinsett County,5283,,,Ventura County,307881
57,19136,0.500470318,0.481291806,AL,Russell County,"59,183",Russell County,"59,183",19136,0.481291806,0.500470318,Polk County,8121,,,Yolo County,50623
58,99208,0.231100314,0.734275462,AL,Shelby County,"91,103",Shelby County,"91,103",99208,0.734275462,0.231100314,Pope County,21545,,,Yuba County,21058
59,37937,0.146295174,0.832406358,AL,St. Clair County,"223,024",St. Clair County,"223,024",37937,0.832406358,0.146295174,Prairie County,3404,,,,
60,6391,0.741511501,0.247379127,AL,Sumter County,"12,345",Sumter County,"12,345",6391,0.247379127,0.741511501,Pulaski County,157728,,,,
61,33218,0.364501174,0.620025287,AL,Talladega County,"82,149",Talladega County,"82,149",33218,0.620025287,0.364501174,Randolph County,6313,,,,
62,18504,0.284857328,0.700767402,AL,Tallapoosa County,"41,311",Tallapoosa County,"41,311",18504,0.700767402,0.284857328,Saline County,51971,,,,
63,81708,0.388529887,0.583798404,AL,Tuscaloosa County,"227,036",Tuscaloosa County,"227,036",81708,0.583798404,0.388529887,Scott County,3017,,,,
64,29243,0.153404233,0.827822043,AL,Walker County,"65,342",Walker County,"65,342",29243,0.827822043,0.153404233,Searcy County,3698,,,,
65,8492,0.278615167,0.710197833,AL,Washington County,"15,388",Washington County,"15,388",8492,0.710197833,0.278615167,Sebastian County,43557,,,,
66,6095,0.710254307,0.284987695,AL,Wilcox County,"10,600",Wilcox County,"10,600",6095,0.284987695,0.710254307,Sevier County,4517,,,,
67,10255,0.084934178,0.89956119,AL,Winston County,"23,540",Winston County,"23,540",10255,0.89956119,0.084934178,Sharp County,7190,,,,
68,6167,0.314415437,0.620236744,AR,Arkansas,"17,149",,,,,,St. Francis County,7412,,,,
69,8027,0.299987542,0.665005606,AR,Ashley County,"19,062",,,,,,Stone County,5527,,,,
70,19572,0.212701819,0.748773758,AR,Baxter County,"41,627",,,,,,Union County,16338,,,,
71,94262,0.295919883,0.644490887,AR,Benton County,"284,333",,,,,,Van Buren County,7111,,,,
72,15912,0.183823529,0.768288084,AR,Boone County,"37,373",,,,,,Washington County,78153,,,,
73,3617,0.364113907,0.5980094,AR,Bradley County,"10,545",,,,,,White County,27451,,,,
74,2250,0.282666667,0.690666667,AR,Calhoun County,"4,739",,,,,,Woodruff County,2550,,,,
75,10656,0.312875375,0.635604354,AR,Carroll County,"28,260",,,,,,Yell County,6389,,,,
76,4149,0.566401543,0.413593637,AR,Chicot County,"10,208",,,,,,,,,,,
77,8365,0.431081889,0.525762104,AR,Clark County,"21,446",,,,,,,,,,,
78,5978,0.334392774,0.632151221,AR,Clay County,"14,552",,,,,,,,,,,
79,11968,0.175551471,0.78993984,AR,Cleburne County,"24,711",,,,,,,,,,,
80,3299,0.21915732,0.745680509,AR,Cleveland County,"7,550",,,,,,,,,,,
81,8837,0.355324205,0.617404096,AR,Columbia County,"22,801",,,,,,,,,,,
82,7837,0.338777593,0.618093658,AR,Conway County,"20,715",,,,,,,,,,,
83,34968,0.299531,0.651967513,AR,Craighead County,"111,231",,,,,,,,,,,
84,22155,0.202031144,0.751749041,AR,Crawford County,"60,133",,,,,,,,,,,
85,15798,0.529687302,0.440119002,AR,Crittenden County,"48,163",,,,,,,,,,,
86,6831,0.292050944,0.67003367,AR,Cross County,"16,833",,,,,,,,,,,
87,2741,0.425027362,0.549799343,AR,Dallas County,"6,482",,,,,,,,,,,
88,4226,0.526975864,0.453147184,AR,Desha County,"11,395",,,,,,,,,,,
89,6552,0.360805861,0.60546398,AR,Drew County,"17,350",,,,,,,,,,,
90,46364,0.313281857,0.629151928,AR,Faulkner County,"123,498",,,,,,,,,,,
91,6698,0.205434458,0.751567632,AR,Franklin County,"17,097",,,,,,,,,,,
92,4744,0.224915683,0.731450253,AR,Fulton County,"12,075",,,,,,,,,,,
93,40337,0.304509507,0.645883432,AR,Garland County,"100,180",,,,,,,,,,,
94,6855,0.205251641,0.75273523,AR,Grant County,"17,958",,,,,,,,,,,
95,14422,0.211898488,0.741783386,AR,Greene County,"45,736",,,,,,,,,,,
96,6984,0.339490263,0.628722795,AR,Hempstead County,"20,065",,,,,,,,,,,
97,11815,0.265509945,0.690055015,AR,Hot Spring County,"33,040",,,,,,,,,,,
98,4634,0.291324989,0.68083729,AR,Howard County,"12,785",,,,,,,,,,,
99,13443,0.214089117,0.738302462,AR,Independence County,"37,938",,,,,,,,,,,
100,5396,0.205893254,0.749073388,AR,Izard County,"13,577",,,,,,,,,,,
101,5093,0.310818771,0.640486943,AR,Jackson County,"16,755",,,,,,,,,,,
102,25683,0.612116965,0.359420628,AR,Jefferson County,"67,260",,,,,,,,,,,
103,8997,0.269089697,0.674891631,AR,Johnson County,"25,749",,,,,,,,,,,
104,2835,0.362610229,0.617283951,AR,Lafayette County,"6,308",,,,,,,,,,,
105,5629,0.224373779,0.721975484,AR,Lawrence County,"16,216",,,,,,,,,,,
106,3004,0.577563249,0.409121172,AR,Lee County,"8,600",,,,,,,,,,,
107,3814,0.328264289,0.643681175,AR,Lincoln County,"12,941",,,,,,,,,,,
108,5192,0.269067797,0.694144838,AR,Little River County,"12,026",,,,,,,,,,,
109,7839,0.218395203,0.731853553,AR,Logan County,"21,131",,,,,,,,,,,
110,26766,0.210640365,0.743555257,AR,Lonoke County,"74,015",,,,,,,,,,,
111,6782,0.234001769,0.725007372,AR,Madison County,"16,521",,,,,,,,,,,
112,6718,0.204971718,0.755730872,AR,Marion County,"16,826",,,,,,,,,,,
113,16015,0.266812363,0.705151421,AR,Miller County,"42,600",,,,,,,,,,,
114,12995,0.432550981,0.537745287,AR,Mississippi County,"40,685",,,,,,,,,,,
115,2766,0.469269704,0.506146059,AR,Monroe County,"6,799",,,,,,,,,,,
116,3445,0.213352685,0.746879536,AR,Montgomery County,"8,484",,,,,,,,,,,
117,3233,0.357562635,0.618929787,AR,Nevada County,"8,310",,,,,,,,,,,
118,3731,0.187349236,0.770570893,AR,Newton County,"7,225",,,,,,,,,,,
119,9881,0.437202712,0.541139561,AR,Ouachita County,"22,650",,,,,,,,,,,
120,4213,0.24566817,0.70709708,AR,Perry County,"10,019",,,,,,,,,,,
121,6894,0.622570351,0.354366115,AR,Phillips County,"16,568",,,,,,,,,,,
122,3956,0.172901921,0.796258847,AR,Pike County,"10,171",,,,,,,,,,,
123,5283,0.355479841,0.596062843,AR,Poinsett County,"22,965",,,,,,,,,,,
124,8121,0.148996429,0.81344662,AR,Polk County,"19,221",,,,,,,,,,,
125,21545,0.223624971,0.72842887,AR,Pope County,"63,381",,,,,,,,,,,
126,3404,0.238542891,0.735311398,AR,Prairie County,"8,282",,,,,,,,,,,
127,157728,0.566652719,0.387895618,AR,Pulaski County,"399,125",,,,,,,,,,,
128,6313,0.225724695,0.714082053,AR,Randolph County,"18,571",,,,,,,,,,,
129,51971,0.254892151,0.68984626,AR,Saline County,"23,090",,,,,,,,,,,
130,3017,0.16804773,0.788200199,AR,Scott County,"123,416",,,,,,,,,,,
131,3698,0.162520281,0.799080584,AR,Searcy County,"9,836",,,,,,,,,,,
132,43557,0.279725417,0.660490851,AR,Sebastian County,"7,828",,,,,,,,,,,
133,4517,0.237989816,0.726367058,AR,Sevier County,"127,799",,,,,,,,,,,
134,7190,0.20472879,0.751738526,AR,Sharp County,"15,839",,,,,,,,,,,
135,7412,0.543847814,0.431057744,AR,St. Francis County,"17,271",,,,,,,,,,,
136,5527,0.215125746,0.738375249,AR,Stone County,"12,359",,,,,,,,,,,
137,16338,0.346860081,0.624372628,AR,Union County,"39,054",,,,,,,,,,,
138,7111,0.217550274,0.756855576,AR,Van Buren County,"15,796",,,,,,,,,,,
139,78153,0.413240695,0.517165048,AR,Washington County,"245,871",,,,,,,,,,,
140,27451,0.187862009,0.766383738,AR,White County,"76,822",,,,,,,,,,,
141,2550,0.438039216,0.527058824,AR,Woodruff County,"6,269",,,,,,,,,,,
142,6389,0.230395993,0.719987478,AR,Yell County,"20,263",,,,,,,,,,,
143,18659,0.653625596,0.284849134,AZ,Apache County,"66,021",,,,,,,,,,,
144,43147,0.354393121,0.580248916,AZ,Cochise County,"125,447",,,,,,,,,,,
145,44929,0.563288744,0.368870885,AZ,Coconino County,"145,101",,,,,,,,,,,
146,21398,0.315263109,0.638938219,AZ,Gila County,"53,272",,,,,,,,,,,
147,11939,0.276488818,0.672166848,AZ,Graham County,"38,533",,,,,,,,,,,
148,3243,0.336725254,0.583410422,AZ,Greenlee County,"9,563",,,,,,,,,,,
149,4931,0.267288582,0.685662137,AZ,La Paz County,"16,557",,,,,,,,,,,
150,1201934,0.456797129,0.491262415,AZ,Maricopa County,"4,420,568",,,,,,,,,,,
151,74189,0.222202752,0.73671299,AZ,Mohave County,"213,267",,,,,,,,,,,
152,35409,0.433844503,0.513005168,AZ,Navajo County,"106,717",,,,,,,,,,,
153,360762,0.542321531,0.40752352,AZ,Pima County,"1,043,433",,,,,,,,,,,
154,93805,0.380971164,0.574137839,AZ,Pinal County,"425,264",,,,,,,,,,,
155,14926,0.715797936,0.244539729,AZ,Santa Cruz County,"47,669",,,,,,,,,,,
156,92780,0.320165984,0.634425523,AZ,Yavapai County,"236,209",,,,,,,,,,,
157,40759,0.449863834,0.505066366,AZ,Yuma County,"203,881",,,,,,,,,,,
158,613195,0.793142475,0.148711258,CA,Alameda County,"1,682,353",,,,,,,,,,,
159,575,0.553043478,0.366956522,CA,Alpine County,"1,204",,,,,,,,,,,
160,17186,0.343535436,0.595775631,CA,Amador County,"40,474",,,,,,,,,,,
161,87847,0.440265462,0.480300978,CA,Butte County,"211,632",,,,,,,,,,,
162,22334,0.34646727,0.585295961,CA,Calaveras County,"45,292",,,,,,,,,,,
163,6594,0.403245375,0.538519867,CA,Colusa County,"21,839",,,,,,,,,,,
164,415972,0.689128114,0.254389719,CA,Contra Costa County,"1,165,927",,,,,,,,,,,
165,9361,0.372289285,0.548445679,CA,Del Norte County,"27,743",,,,,,,,,,,
166,89228,0.394976913,0.533834671,CA,El Dorado County,"191,185",,,,,,,,,,,
167,250264,0.494118211,0.455315187,CA,Fresno County,"1,008,654",,,,,,,,,,,
168,9379,0.326793901,0.617123361,CA,Glenn County,"28,917",,,,,,,,,,,
169,33636,0.582590082,0.323552147,CA,Humboldt County,"136,463",,,,,,,,,,,
170,41751,0.68182798,0.270532442,CA,Imperial County,"179,702",,,,,,,,,,,
171,7996,0.394572286,0.531265633,CA,Inyo County,"19,016",,,,,,,,,,,
172,217725,0.397202894,0.547314273,CA,Kern County,"909,235",,,,,,,,,,,
173,32250,0.400062016,0.54096124,CA,Kings County,"152,486",,,,,,,,,,,
174,13045,0.478344193,0.440935224,CA,Lake County,"68,163",,,,,,,,,,,
175,10422,0.213394742,0.726731913,CA,Lassen County,"32,730",,,,,,,,,,,
176,2652072,0.714071865,0.233886938,CA,Los Angeles County,"10,014,009",,,,,,,,,,,
177,34263,0.38767767,0.560984152,CA,Madera County,"156,255",,,,,,,,,,,
178,109941,0.788150008,0.159458255,CA,Marin County,"262,321",,,,,,,,,,,
179,8877,0.351695393,0.584093725,CA,Mariposa County,"17,131",,,,,,,,,,,
180,11435,0.603847836,0.312286839,CA,Mendocino County,"91,601",,,,,,,,,,,
181,42523,0.513980669,0.434729441,CA,Merced County,"281,202",,,,,,,,,,,
182,3359,0.237570706,0.718368562,CA,Modoc County,"8,700",,,,,,,,,,,
183,5154,0.523088863,0.403570043,CA,Mono County,"13,195",,,,,,,,,,,
184,96676,0.669587074,0.272849518,CA,Monterey County,"439,035",,,,,,,,,,,
185,40393,0.647661724,0.295744312,CA,Napa County,"138,019",,,,,,,,,,,
186,33258,0.48707078,0.441577966,CA,Nevada County,"102,241",,,,,,,,,,,
187,1092116,0.509601544,0.432801094,CA,Orange County,"3,186,989",,,,,,,,,,,
188,150532,0.411666622,0.524652566,CA,Placer County,"404,739",,,,,,,,,,,
189,8830,0.365118913,0.575198188,CA,Plumas County,"19,790",,,,,,,,,,,
190,683612,0.496107441,0.452762678,CA,Riverside County,"2,418,185",,,,,,,,,,,
191,467526,0.585567434,0.348695046,CA,Sacramento County,"1,585,055",,,,,,,,,,,
192,17572,0.57193262,0.368256317,CA,San Benito County,"64,209",,,,,,,,,,,
193,598783,0.521920295,0.424130278,CA,San Bernardino County,"2,181,654",,,,,,,,,,,
194,1011651,0.560710166,0.382352214,CA,San Diego County,"3,298,634",,,,,,,,,,,
195,365295,0.855316936,0.094425054,CA,San Francisco County,"873,965",,,,,,,,,,,
196,166647,0.53880958,0.409944373,CA,San Joaquin County,"779,233",,,,,,,,,,,
197,124575,0.505727473,0.422813566,CA,San Luis Obispo County,"282,424",,,,,,,,,,,
198,287499,0.763759178,0.186891085,CA,San Mateo County,"764,442",,,,,,,,,,,
199,164224,0.609655105,0.32723597,CA,Santa Barbara County,"448,229",,,,,,,,,,,
200,659148,0.73348019,0.208529799,CA,Santa Clara County,"1,936,259",,,,,,,,,,,
201,113509,0.750469126,0.177589442,CA,Santa Cruz County,"270,861",,,,,,,,,,,
202,72554,0.282148469,0.655883893,CA,Shasta County,"182,155",,,,,,,,,,,
203,1804,0.333148559,0.580931264,CA,Sierra County,"3,236",,,,,,,,,,,
204,19836,0.358237548,0.565234926,CA,Siskiyou County,"44,076",,,,,,,,,,,
205,156067,0.622546727,0.317780184,CA,Solano County,"453,491",,,,,,,,,,,
206,164060,0.707222967,0.22809338,CA,Sonoma County,"488,863",,,,,,,,,,,
207,156141,0.473539941,0.467269968,CA,Stanislaus County,"552,878",,,,,,,,,,,
208,30429,0.38880673,0.551447632,CA,Sutter County,"99,633",,,,,,,,,,,
209,22875,0.287256831,0.654907104,CA,Tehama County,"65,829",,,,,,,,,,,
210,4716,0.397794741,0.510814249,CA,Trinity County,"16,112",,,,,,,,,,,
211,94571,0.413435408,0.533863447,CA,Tulare County,"473,117",,,,,,,,,,,
212,23472,0.365541922,0.574556919,CA,Tuolumne County,"55,620",,,,,,,,,,,
213,307881,0.553749663,0.385746441,CA,Ventura County,"843,843",,,,,,,,,,,
214,50623,0.680718251,0.260316457,CA,Yolo County,"216,403",,,,,,,,,,,
215,21058,0.343527401,0.584718397,CA,Yuba County,"81,575",,,,,,,,,,,
216,175125,0.493767309,0.421453248,CO,Adams County,"519,572",,,,,,,,,,,
217,6897,0.459330144,0.439466435,CO,Alamosa County,"16,376",,,,,,,,,,,
218,281658,0.526755853,0.389259314,CO,Arapahoe County,"655,070",,,,,,,,,,,
219,7290,0.341426612,0.58079561,CO,Archuleta County,"13,359",,,,,,,,,,,
220,2107,0.131941149,0.814428097,CO,Baca County,"3,506",,,,,,,,,,,
221,1892,0.307082452,0.61627907,CO,Bent County,"5,650",,,,,,,,,,,
222,176735,0.705661018,0.219345348,CO,Boulder County,"330,758",,,,,,,,,,,
223,37342,0.523003588,0.38219699,CO,Broomfield County,"74,112",,,,,,,,,,,
224,10999,0.433948541,0.480316392,CO,Chaffee County,"19,476",,,,,,,,,,,
225,1076,0.11802974,0.841078067,CO,Cheyenne County,"1,748",,,,,,,,,,,
226,5532,0.467281273,0.438539407,CO,Clear Creek County,"9,397",,,,,,,,,,,
227,3970,0.441561713,0.474811083,CO,Conejos County,"7,461",,,,,,,,,,,
228,1820,0.609340659,0.319230769,CO,Costilla County,"3,499",,,,,,,,,,,
229,1511,0.222369292,0.707478491,CO,Crowley County,"5,922",,,,,,,,,,,
230,3064,0.260117493,0.671997389,CO,Custer County,"4,704",,,,,,,,,,,
231,16661,0.242962607,0.695276394,CO,Delta County,"31,196",,,,,,,,,,,
232,232291,0.751690767,0.187854889,CO,Denver County,"715,522",,,,,,,,,,,
233,1230,0.184552846,0.76097561,CO,Dolores County,"2,326",,,,,,,,,,,
234,182918,0.366530358,0.547666167,CO,Douglas County,"357,978",,,,,,,,,,,
235,22611,0.559550661,0.36057671,CO,Eagle County,"55,731",,,,,,,,,,,
236,15689,0.194786156,0.735292243,CO,Elbert County,"26,062",,,,,,,,,,,
237,313273,0.337746949,0.563425511,CO,El Paso County,"730,395",,,,,,,,,,,
238,21880,0.241087751,0.68857404,CO,Fremont County,"48,939",,,,,,,,,,,
239,26328,0.425592525,0.496467639,CO,Garfield County,"61,685",,,,,,,,,,,
240,3574,0.457190823,0.437604924,CO,Gilpin County,"5,808",,,,,,,,,,,
241,8513,0.38987431,0.524726888,CO,Grand County,"15,717",,,,,,,,,,,
242,9299,0.545004839,0.349499946,CO,Gunnison County,"16,918",,,,,,,,,,,
243,589,0.334465195,0.575551783,CO,Hinsdale County,788,,,,,,,,,,,
244,3772,0.432396607,0.497083775,CO,Huerfano County,"6,820",,,,,,,,,,,
245,862,0.19837587,0.728538283,CO,Jackson County,"1,379",,,,,,,,,,,
246,309529,0.490697156,0.420745714,CO,Jefferson County,"582,910",,,,,,,,,,,
247,853,0.106682298,0.851113716,CO,Kiowa County,"1,446",,,,,,,,,,,
248,3613,0.145585386,0.800996402,CO,Kit Carson County,"7,087",,,,,,,,,,,
249,3175,0.503937008,0.398110236,CO,Lake County,"7,436",,,,,,,,,,,
250,30722,0.498014452,0.405930603,CO,La Plata County,"55,638",,,,,,,,,,,
251,193897,0.475355472,0.426123148,CO,Larimer County,"359,066",,,,,,,,,,,
252,6693,0.390557299,0.546242343,CO,Las Animas County,"14,555",,,,,,,,,,,
253,2402,0.166111574,0.779766861,CO,Lincoln County,"5,675",,,,,,,,,,,
254,9702,0.189960833,0.749536178,CO,Logan County,"21,528",,,,,,,,,,,
255,74876,0.279902773,0.642782734,CO,Mesa County,"155,703",,,,,,,,,,,
256,652,0.363496933,0.527607362,CO,Mineral County,865,,,,,,,,,,,
257,6510,0.134254992,0.813056836,CO,Moffat County,"13,292",,,,,,,,,,,
258,12706,0.308515662,0.611600819,CO,Montezuma County,"25,849",,,,,,,,,,,
259,21070,0.258092074,0.678832463,CO,Montrose County,"42,679",,,,,,,,,,,
260,11888,0.263122476,0.681695828,CO,Morgan County,"29,111",,,,,,,,,,,
261,5038,0.341206828,0.593092497,CO,Otero County,"18,690",,,,,,,,,,,
262,3287,0.514146638,0.406753879,CO,Ouray County,"4,874",,,,,,,,,,,
263,10245,0.327086384,0.590824793,CO,Park County,"17,390",,,,,,,,,,,
264,2332,0.186963979,0.768010292,CO,Phillips County,"4,530",,,,,,,,,,,
265,10387,0.696928853,0.242803504,CO,Pitkin County,"17,358",,,,,,,,,,,
266,4978,0.235636802,0.704700683,CO,Prowers County,"11,999",,,,,,,,,,,
267,60112,0.46488222,0.461571733,CO,Pueblo County,"168,162",,,,,,,,,,,
268,3436,0.126018626,0.809662398,CO,Rio Blanco County,"6,529",,,,,,,,,,,
269,5488,0.361698251,0.557580175,CO,Rio Grande County,"11,539",,,,,,,,,,,
270,13772,0.543639268,0.373874528,CO,Routt County,"24,829",,,,,,,,,,,
